short_description,header_image,categories,genres
"Strike Vector EX  is a competitive first-person aerial-combat game that satisfies every gamer’s dream of waging dizzying dogfights with super-powered aircraft. Bursting with mech-inspired ships, Ragequit’s game brings a story-based single-player campaign with characters, cutscenes and deadly AI.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/476360/header.jpg?t=1593539844,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","Action, Indie"
"A role-playing game like no other. Your smartphone is your character! Eon Altar brings modern technology to the social experience of couch co-op gaming. Voice your character, choose which secrets to keep and what lies to tell. Gather your friends, order a pizza and descend to the depths of Eon Altar!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/382050/header.jpg?t=1572484279,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","Action, Adventure, Indie, RPG"
"While the Sidhe elf Corvus battled the evil forces of D'Sparil, the remaining Serpent Riders were busy corrupting other dimensions. As a Warrior, Mage, or Cleric, you must defend your realm of Cronos from the second Serpent Rider known as Korax.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2360/header.jpg?t=1754581933,"Single-player, Steam Cloud, Family Sharing",Action
"New kind of adventure is a 3D adventure game with RPG elements. Mary hides in a wardrobe after her parents had a fight. She falls asleep. When Mary awakes, she discovers that she is in a beautiful, magical world with giant strawberries and magical druids!With her new friend Aquarius, Mary must find a way back to the real world!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/375510/header.jpg?t=1447375604,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Indie, RPG, Early Access"
"Use your godly powers to craft amazing pixel worlds or destroy the universe! Play with physics, over 200 elements and controllable heroes. Make your own games or levels, and then share your creations online. There are no limits to your creativity and imagination!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466940/header.jpg?t=1513117405,"Single-player, Full controller support, Steam Workshop, In-App Purchases, Steam Cloud, Includes level editor","Action, Free To Play, Indie, Simulation"
"In the sequel to the 2005 Game of the Year, Splinter Cell: Double Agent, play as legendary covert operative Sam Fisher, infiltrate a ruthless terrorist organization, and destroy it from within.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/13580/header.jpg?t=1764775988,"Single-player, Family Sharing",Action
"After having banned the influence of the gods in Myrtana, the nameless hero and Xardas have left this world in order to prevail the balance of power. In their exile located somewhere between space and time, they watch the actions of the mortal beings.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/65600/header.jpg?t=1725003292,"Single-player, Family Sharing",RPG
"Exclusively brought to Steam for PC, Mac and Linux in Anomaly Bundle, Anomaly Korea is an expansion campaign to Anomaly Warzone Earth. The alien robots are back and this time they’ve got Korea in their sights. It’s your job to lead a squad into fierce fire-fights and fend off the alien invasion.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251530/header.jpg?t=1645103236,"Single-player, Family Sharing","Action, Strategy"
Genesis Online! First Person Multiplayer Adventure game in an editable procedural cubic world.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/409510/header.jpg?t=1552370610,"Multi-player, Co-op","Action, Free To Play"
Requiem: Desiderium Mortis is a Free-to-Play MMORPG set in a dark distant world where an event known as the &quot;Thanatos Incident&quot; rendered the world almost unlivable. Create your own biological weapon known as a Temperion and experience the horrors that grip Ethergia.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/289780/header.jpg?t=1736471408,"Multi-player, MMO, Steam Trading Cards","Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play"
"In Mushroom Wars 2, enemy tribes of feisty mushroom creatures face off in short but fierce RTS battles. Step into the shoes of a fearless Mushroom Commander, choose a hero to lead your army, and take control of the battlefield in a variety of multiplayer modes or challenging story campaign.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/457730/header.jpg?t=1725961262,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing","Action, Indie, Strategy"
On a cold November night in a desolate estate deep in the mountains an innocent life has prematurely perished and its up to the player to find out who did it.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/503820/header.jpg?t=1469735483,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Indie"
"Fly O’Clock is tiny, highly-addictive single &amp; online multiplayer arcade endless jumper with innovative one-touch mechanics and unique pixel-art graphics.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490820/header.jpg?t=1775048948,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","Action, Casual, Indie"
"Introducing the Master Levels for DOOM II. Twenty never-before-seen levels all with the same acid drenched, hell spawned horror of the originals. Each was created by independent designers and supervised by the demented minds of id Software. You might as well forget about seeing the light of day ever again.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/9160/header.jpg?t=1660150724,"Single-player, Steam Cloud, Family Sharing",Action
All Is Dust is a first-person horror game for PC and Oculus Rift. Experience the terror of a dust storm in the 1930s and unravel the mystery surrounding your decaying farm.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/373330/header.jpg?t=1447375125,"Single-player, VR Supported, VR Support, Partial Controller Support","Adventure, Free To Play"
"&quot;miniBONG&quot; is a lightweight rogue-like game that focuses on dress-up DIY and idle gameplay, while incorporating elements of combat, character development, and strategy.. You can feel the charm of dressing up and fighting at the same time.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2411910/606bbc020abc463471a948033179443fe9d728bd/header.jpg?t=1755135397,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing","Casual, Indie, RPG, Strategy"
"The Sherlock Holmes series returns with this updated version of The Awakened, which brings a whole new dimension to the original title developed by Frogwares. The game puts the player into an investigation of the Cthulhu Mythos - as imagined by Father of modern horror, H.P. Lovecraft.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/11140/header.jpg?t=1667208997,"Single-player, Family Sharing",Adventure
"Build your army, dominate your region and lead your alliance to conquer the globe!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/719640/header.jpg?t=1749833920,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud","Massively Multiplayer, Strategy, Free To Play"
"Agent Awesome is a humorous strategy game in which you will have to help Agent A plan the perfect strategy to take down E.V.I.L., all of this in order to win a drunk dare. Awesome, right?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/345220/header.jpg?t=1763394278,"Single-player, Steam Trading Cards, Family Sharing",Strategy
"As the King of Iolcus, Jason had everythinga prosperous kingdom, the respect of his peers, and a beautiful fiancé. When she was killed on their wedding day, he vowed to do anything to restore her life. Now, in order to accomplish this heroic feat Jason must seek out the Golden Fleece -- and with the help of Greek mythology's greatest...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/12770/header.jpg?t=1741975483,"Single-player, Full controller support, Remote Play on TV, Family Sharing",RPG
BlackSmith HIT – Hit the iron when it is hot! And show who is the real blacksmith!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/508170/header.jpg?t=1776242719,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","Action, Casual, Indie"
"Tactical Craft Online - MMO sandbox with tactical role-playing elements with a large open fully destructible world, with clans, trade between players, construction limited to the players imagination, various crafting, mining of multiple ores, farming, fishing, a massive tech tree etc.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/415860/header.jpg?t=1758024277,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Family Sharing","Free To Play, Indie, Massively Multiplayer, RPG, Strategy, Early Access"
"Ben There, Dan That! and Time Gentlemen, Please! are a couple of rip-roaring point-and-click adventure games . With tongue firmly in cheek, sit back, relax, and put your mind to work solving puzzles, and reading some very funny dialogue. It's like a book, only good!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/37400/header.jpg?t=1447352433,"Single-player, Family Sharing","Adventure, Indie"
"Battle to Rule the Skies!The skies over Europe are a dangerous place, where ace pilots lead their squadrons to glorious victory or crushing defeat! Take control of dozens of the most famous fighter planes of WWI and head into the dogfight. Roll, slip, and loop to get the drop on enemy aces.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/244070/header.jpg?t=1568756608,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Casual, Strategy"
